/* DATA DESCRIPTION:
TARA_A100000534	TARA_022_SRF_0.8-5	ERS488446	insdc:ERR562364	https://www.pangaea.de/?q=TARA_A100000534	TARA_A100000534			22_S_0.8-5		TARA_022	TARA_20091116T0816Z_022_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-16T08:16	39.8386	17.4155	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	5.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000539	TARA_022_SRF_5-20	ERS488447	insdc:ERR562439	https://www.pangaea.de/?q=TARA_A100000539	TARA_A100000539					TARA_022	TARA_20091116T0816Z_022_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-16T08:16	39.8386	17.4155	3	7	5	SRF	surface water layer (ENVO:00002042)	5.000	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_S200002703	TARA_022_SRF_<-0.22	ERS488448	insdc:ERR594378,ERR594406	https://www.pangaea.de/?q=TARA_S200002703		22_SUR_0-0d2			TARA_022_S_<-0.22	TARA_022	TARA_20091116T0816Z_022_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-16T08:16	39.8386	17.4155	3	7	5	SRF	surface water layer (ENVO:00002042)		0.220	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000700	TARA_022_DCM_180-2000	ERS506046	insdc:ERR566174	https://www.pangaea.de/?q=TARA_A100000700	TARA_A100000700			22_D_180-2000		TARA_022	TARA_20091116T0937Z_022_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-11-16T09:37	39.8607	17.4105	0	200	0-200	DCM	deep chlorophyll maximum layer (ENVO:01000326)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000538	TARA_022_SRF_20-180	ERS488453	insdc:ERR562675	https://www.pangaea.de/?q=TARA_A100000538	TARA_A100000538			22_S_20-180		TARA_022	TARA_20091116T1340Z_022_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-11-16T13:40	39.8140	17.4138	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000698	TARA_022_DCM_0.8-5	ERS488460	insdc:ERR562405	https://www.pangaea.de/?q=TARA_A100000698	TARA_A100000698			22_D_0.8-5		TARA_022	TARA_20091116T1453Z_022_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-16T14:53	39.5705	17.4101	28	32	30	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	5.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000696	TARA_022_DCM_5-20	ERS488461	insdc:ERR562548	https://www.pangaea.de/?q=TARA_A100000696	TARA_A100000696					TARA_022	TARA_20091116T1453Z_022_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-16T14:53	39.5705	17.4101	28	32	30	DCM	deep chlorophyll maximum layer (ENVO:01000326)	5.000	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000695	TARA_022_DCM_20-180	ERS488464	insdc:ERR562502	https://www.pangaea.de/?q=TARA_A100000695	TARA_A100000695			22_D_20-180		TARA_022	TARA_20091116T1703Z_022_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-11-16T17:03	39.8661	17.3868	58	62	60	DCM	deep chlorophyll maximum layer (ENVO:01000326)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000532	TARA_022_SRF_180-2000	ERS488469	insdc:ERR562484	https://www.pangaea.de/?q=TARA_A100000532	TARA_A100000532			22_S_180-2000		TARA_022	TARA_20091116T1953Z_022_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-11-16T19:53	39.8312	17.3952	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E500000075	TARA_023_SRF_0.22-1.6	ERS477979	insdc:ERR315858,ERR315861	https://www.pangaea.de/?q=TARA_E500000075		23_SUR_0d2-1.6		23_S_0.22-1.6		TARA_023	TARA_20091118T0841Z_023_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-18T08:41	42.2038	17.7150	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	1.600	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000551	TARA_023_SRF_0.8-5	ERS477988	insdc:ERR538173,ERR318582,ERR550521,ERR562431	https://www.pangaea.de/?q=TARA_A100000551	TARA_A100000551			23_S_0.8-5		TARA_023	TARA_20091118T0841Z_023_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-18T08:41	42.2038	17.7150	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	5.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000553	TARA_023_SRF_5-20	ERS477989	insdc:ERR538184,ERR318601,ERR562705	https://www.pangaea.de/?q=TARA_A100000553	TARA_A100000553					TARA_023	TARA_20091118T0841Z_023_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-18T08:41	42.2038	17.7150	3	7	5	SRF	surface water layer (ENVO:00002042)	5.000	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000546	TARA_023_SRF_180-2000	ERS477996	insdc:ERR538185,ERR318600,ERR550399,ERR550534,ERR562571	https://www.pangaea.de/?q=TARA_A100000546	TARA_A100000546			23_S_180-2000		TARA_023	TARA_20091118T1017Z_023_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-11-18T10:17	42.1916	17.7175	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E500000081	TARA_023_DCM_0.22-1.6	ERS477998	insdc:ERR315859,ERR315860	https://www.pangaea.de/?q=TARA_E500000081		23_DCM_0d2-1.6		23_D_0.22-1.6		TARA_023	TARA_20091118T1240Z_023_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-18T13:50	42.1735	17.7252	53	57	55	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.220	1.600	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_X000001382	TARA_023_DCM_<-0.22	ERS478007	insdc:ERR594408	https://www.pangaea.de/?q=TARA_X000001382		23_DCM_0-0d2			TARA_023_D_ <-0.22	TARA_023	TARA_20091118T1240Z_023_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-18T13:50	42.1735	17.7252	53	57	55	DCM	deep chlorophyll maximum layer (ENVO:01000326)		0.220	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000559	TARA_023_DCM_0.8-5	ERS478003	insdc:ERR538175,ERR318603,ERR318605,ERR550514,ERR562436	https://www.pangaea.de/?q=TARA_A100000559	TARA_A100000559			23_D_0.8-5		TARA_023	TARA_20091118T1240Z_023_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-18T13:50	42.1735	17.7252	53	57	55	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	5.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000558	TARA_023_DCM_5-20	ERS478004	insdc:ERR538172,ERR318613,ERR562582	https://www.pangaea.de/?q=TARA_A100000558	TARA_A100000558					TARA_023	TARA_20091118T1240Z_023_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-18T13:50	42.1735	17.7252	53	57	55	DCM	deep chlorophyll maximum layer (ENVO:01000326)	5.000	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000548	TARA_023_SRF_20-180	ERS478008	insdc:ERR538171,ERR318583,ERR318594,ERR550532,ERR562472	https://www.pangaea.de/?q=TARA_A100000548	TARA_A100000548			23_S_20-180		TARA_023	TARA_20091118T1256Z_023_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-11-18T12:56	42.1735	17.7175	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000556	TARA_023_DCM_20-180	ERS478011	insdc:ERR550380,ERR562533	https://www.pangaea.de/?q=TARA_A100000556	TARA_A100000556					TARA_023	TARA_20091118T1352Z_023_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-11-18T13:52	42.1694	17.7179	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000554	TARA_023_DCM_180-2000	ERS478012	insdc:ERR538174,ERR318598,ERR318615,ERR550519,ERR562633	https://www.pangaea.de/?q=TARA_A100000554	TARA_A100000554			23_D_180-2000		TARA_023	TARA_20091118T1632Z_023_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-11-18T16:32	42.1646	17.7360	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000362	TARA_024_SRF_0.8-20	ERS488476	insdc:ERR562418	https://www.pangaea.de/?q=TARA_A100000362	TARA_A100000362					TARA_024	TARA_20091121T1110Z_024_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-21T11:10	42.4552	17.9348	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000360	TARA_024_SRF_20-180	ERS488481	insdc:ERR562492	https://www.pangaea.de/?q=TARA_A100000360	TARA_A100000360			24_S_20-180		TARA_024	TARA_20091121T1135Z_024_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-11-21T11:35	42.4560	17.9393	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000357	TARA_024_SRF_180-2000	ERS488485	insdc:ERR562362	https://www.pangaea.de/?q=TARA_A100000357	TARA_A100000357			24_S_180-2000		TARA_024	TARA_20091121T1319Z_024_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-11-21T13:19	42.4593	17.9594	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E500000178	TARA_025_SRF_0.22-1.6	ERS488486	insdc:ERR598951,ERR599043	https://www.pangaea.de/?q=TARA_E500000178		25_SUR_0d2-1.6		25_S_0.22-1.6		TARA_025	TARA_20091123T0912Z_025_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-23T09:12	39.3888	19.3905	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	1.600	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000393	TARA_025_SRF_0.8-5	ERS488497	insdc:ERR562619	https://www.pangaea.de/?q=TARA_A100000393	TARA_A100000393			25_S_0.8-5		TARA_025	TARA_20091123T0912Z_025_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-23T09:12	39.3888	19.3905	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	5.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000394	TARA_025_SRF_5-20	ERS488498	insdc:ERR562410	https://www.pangaea.de/?q=TARA_A100000394	TARA_A100000394					TARA_025	TARA_20091123T0912Z_025_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-23T09:12	39.3888	19.3905	3	7	5	SRF	surface water layer (ENVO:00002042)	5.000	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E500000318	TARA_025_SRF_<-0.22	ERS488499	insdc:ERR594396	https://www.pangaea.de/?q=TARA_E500000318		25_SUR_0-0d2			TARA_025_S_<-0.22	TARA_025	TARA_20091123T0912Z_025_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-23T09:12	39.3888	19.3905	3	7	5	SRF	surface water layer (ENVO:00002042)		0.220	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000400	TARA_025_SRF_20-180	ERS488503	insdc:ERR562608	https://www.pangaea.de/?q=TARA_A100000400	TARA_A100000400			25_S_20-180		TARA_025	TARA_20091123T0914Z_025_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-11-23T09:14	39.3885	19.3906	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000402	TARA_025_SRF_180-2000	ERS488506	insdc:ERR562577	https://www.pangaea.de/?q=TARA_A100000402	TARA_A100000402			25_S_180-2000		TARA_025	TARA_20091123T1102Z_025_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-11-23T11:02	39.2143	19.4060	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E500000196	TARA_025_DCM_20-180	ERS488508	insdc:ERR562639	https://www.pangaea.de/?q=TARA_E500000196	TARA_E500000196			25_D_20-180		TARA_025	TARA_20091123T1308Z_025_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-11-23T13:08	39.4046	19.3886	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E500000331	TARA_025_DCM_0.22-1.6	ERS488509	insdc:ERR599094,ERR599153	https://www.pangaea.de/?q=TARA_E500000331		25_DCM_0d2-1.6		25_D_0.22-1.6		TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-23T13:52	39.3991	19.3997	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.220	1.600	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000396	TARA_025_DCM_0.8-5	ERS488515	insdc:ERR562373	https://www.pangaea.de/?q=TARA_A100000396	TARA_A100000396			25_D_0.8-5		TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-23T13:52	39.3991	19.3997	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	5.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100000398	TARA_025_DCM_5-20	ERS488516	insdc:ERR562679	https://www.pangaea.de/?q=TARA_A100000398	TARA_A100000398					TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-23T13:52	39.3991	19.3997	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	5.000	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E500000305	TARA_025_DCM_<-0.22	ERS488518	insdc:ERR594375	https://www.pangaea.de/?q=TARA_E500000305		25_DCM_0-0d2			TARA_025_D_<-0.22	TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-23T13:52	39.3991	19.3997	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)		0.220	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E500000200	TARA_025_DCM_180-2000	ERS488521	insdc:ERR562708	https://www.pangaea.de/?q=TARA_E500000200	TARA_E500000200			25_D_180-2000		TARA_025	TARA_20091123T1620Z_025_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-11-23T16:20	39.3833	19.4183	48	52	50	DCM	deep chlorophyll maximum layer (ENVO:01000326)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_E400007200	TARA_026_SRF_0.8-20	ERS488534	insdc:ERR562371	https://www.pangaea.de/?q=TARA_E400007200	TARA_E400007200					TARA_026	TARA_20091124T0740Z_026_EVENT_PUMP	High Volume Peristaltic Pump	2009-11-24T07:40	38.4761	20.1705	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_S400007202	TARA_026_SRF_20-180	ERS488539	insdc:ERR562562	https://www.pangaea.de/?q=TARA_S400007202	TARA_S400007202			26_S_20-180		TARA_026	TARA_20091124T0744Z_026_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-11-24T07:44	38.4735	20.1718	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_S400007204	TARA_026_SRF_180-2000	ERS488542	insdc:ERR562366	https://www.pangaea.de/?q=TARA_S400007204	TARA_S400007204			26_S_180-2000		TARA_026	TARA_20091124T0945Z_026_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-11-24T09:45	38.4367	20.1875	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001015	TARA_030_SRF_0.22-1.6	ERS478017	insdc:ERR315862,ERR315863	https://www.pangaea.de/?q=TARA_A100001015		30_SUR_0d2-1.6		30_S_0.22-1.6		TARA_030	TARA_20091215T1041Z_030_EVENT_PUMP	High Volume Peristaltic Pump	2009-12-15T10:41	33.9179	32.8980	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	1.600	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001640	TARA_030_SRF_0.8-5	ERS478024	insdc:ERR538186,ERR318604,ERR318607,ERR562471,ERR562585	https://www.pangaea.de/?q=TARA_A100001640	TARA_A100001640			30_S_0.8-5		TARA_030	TARA_20091215T1041Z_030_EVENT_PUMP	High Volume Peristaltic Pump	2009-12-15T10:41	33.9179	32.8980	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	5.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001638	TARA_030_SRF_5-20	ERS478025	insdc:ERR538178,ERR318589,ERR318602,ERR550389,ERR550394,ERR562656	https://www.pangaea.de/?q=TARA_A100001638	TARA_A100001638					TARA_030	TARA_20091215T1041Z_030_EVENT_PUMP	High Volume Peristaltic Pump	2009-12-15T10:41	33.9179	32.8980	3	7	5	SRF	surface water layer (ENVO:00002042)	5.000	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001646	TARA_030_SRF_20-180	ERS478033	insdc:ERR538189,ERR318585,ERR318616,ERR550525,ERR562515	https://www.pangaea.de/?q=TARA_A100001646	TARA_A100001646			30_S_20-180		TARA_030	TARA_20091215T1113Z_030_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-12-15T11:13	33.9178	32.8849	3	7	5	SRF	surface water layer (ENVO:00002042)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001648	TARA_030_SRF_180-2000	ERS478036	insdc:ERR318587,ERR318596,ERR318608,ERR318609,ERR318610,ERR318614,ERR550401,ERR550517,ERR562529	https://www.pangaea.de/?q=TARA_A100001648	TARA_A100001648			30_S_180-2000		TARA_030	TARA_20091215T1244Z_030_EVENT_NET	Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3	2009-12-15T12:44	33.9184	32.8600	3	7	5	SRF	surface water layer (ENVO:00002042)	180.000	2000.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001644	TARA_030_DCM_20-180	ERS478038	insdc:ERR318588,ERR318591,ERR318592,ERR318606,ERR318612,ERR318617,ERR550392,ERR550397,ERR562469	https://www.pangaea.de/?q=TARA_A100001644	TARA_A100001644					TARA_030	TARA_20091215T1305Z_030_EVENT_NET	Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5	2009-12-15T13:05	33.9189	32.8532	68	72	70	DCM	deep chlorophyll maximum layer (ENVO:01000326)	20.000	180.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001011	TARA_030_DCM_0.22-1.6	ERS478040	insdc:ERR318618,ERR318619,ERR318620,ERR318621	https://www.pangaea.de/?q=TARA_A100001011		30_DCM_0d2-1.6		30_D_0.22-1.6		TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2009-12-15T15:23	33.9235	32.8118	66	75	70	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.220	1.600	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_X000001388	TARA_030_DCM_<-0.22	ERS478052	insdc:ERR594405	https://www.pangaea.de/?q=TARA_X000001388		30_DCM_0-0d2			TARA_030_D_<-0.22	TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2009-12-15T15:23	33.9235	32.8118	66	75	70	DCM	deep chlorophyll maximum layer (ENVO:01000326)		0.220	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001333	TARA_030_DCM_0.8-5	ERS478046	insdc:ERR538179,ERR318586,ERR318590,ERR318597,ERR318599,ERR562618	https://www.pangaea.de/?q=TARA_A100001333	TARA_A100001333			30_D_0.8-5		TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2009-12-15T15:23	33.9235	32.8118	66	75	70	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.800	5.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001335	TARA_030_DCM_5-20	ERS478049	insdc:ERR550379,ERR562447	https://www.pangaea.de/?q=TARA_A100001335	TARA_A100001335					TARA_030	TARA_20091215T1512Z_030_Combined-EVENTS_CAST	Rosette Vertical Sampling System	2009-12-15T15:23	33.9235	32.8118	66	75	70	DCM	deep chlorophyll maximum layer (ENVO:01000326)	5.000	20.000	Westerlies Biome	[MS] Mediterranean Sea (MRGID:1905)	[MEDI] Mediterranean Sea, Black Sea Province (MRGID:21465)
TARA_A100001388	TARA_031_SRF_0.22-1.6	ERS488551	insdc:ERR164417	https://www.pangaea.de/?q=TARA_A100001388		31_SUR_0d2-1.6		31_S_0.22-1.6		TARA_031	TARA_20100109T0715Z_031_EVENT_PUMP	High Volume Peristaltic Pump	2010-01-09T07:15	27.1600	34.8350	3	7	5	SRF	surface water layer (ENVO:00002042)	0.220	1.600	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)
TARA_A100001433	TARA_031_SRF_0.8-20	ERS488554	insdc:ERR562466	https://www.pangaea.de/?q=TARA_A100001433	TARA_A100001433					TARA_031	TARA_20100109T0715Z_031_EVENT_PUMP	High Volume Peristaltic Pump	2010-01-09T07:15	27.1600	34.8350	3	7	5	SRF	surface water layer (ENVO:00002042)	0.800	20.000	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)
TARA_A100001391	TARA_031_SRF_<-0.22	ERS488558	insdc:ERR594401,ERR594410	https://www.pangaea.de/?q=TARA_A100001391		31_SUR_0-0d2			TARA_031_S_<-0.22	TARA_031	TARA_20100109T0715Z_031_EVENT_PUMP	High Volume Peristaltic Pump	2010-01-09T07:15	27.1600	34.8350	3	7	5	SRF	surface water layer (ENVO:00002042)		0.220	Coastal Biome	[RS] Red Sea (MRGID:4264)	[REDS] Red Sea, Persian Gulf Province (MRGID:21474)
