/* DATA DESCRIPTION:
	TARA_20100111T1415Z_032_EVENT_NET ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100111T1415Z_032_EVENT_NET.pdf) * LATITUDE START: 23.418300 * LONGITUDE START: 37.245000 * LATITUDE END: 23.420000 * LONGITUDE END: 37.248300 * DATE/TIME START: 2010-01-11T14:15:00 * DATE/TIME END: 2010-01-11T14:39:00 * CAMPAIGN: TARA_20100108Z (Sharm El Sheikh to Jeddah, Stations: TARA_031-033) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30] [Logsheet: (Not, Searson) PROTIST NET/ DCM] [Curator: Only one barcode (A100001190) on the Logsheet belongs to this EVENT]
	TARA_20100111T1417Z_032_EVENT_PUMP ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100111T1417Z_032_EVENT_PUMP.pdf) * LATITUDE START: 23.418300 * LONGITUDE START: 37.245000 * LATITUDE END: 23.421700 * LONGITUDE END: 37.251700 * DATE/TIME START: 2010-01-11T14:17:00 * DATE/TIME END: 2010-01-11T15:20:00 * CAMPAIGN: TARA_20100108Z (Sharm El Sheikh to Jeddah, Stations: TARA_031-033) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP]) * COMMENT: Device: equipped with [ECOTriplet] sensors that measure temperature, CDOM and chlorophyll fluorescence ]
	TARA_20100113T0716Z_033_EVENT_PUMP ([day] [surface water layer (ENVO:00002042)]) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100113T0716Z_033_EVENT_PUMP.pdf) * LATITUDE START: 21.946700 * LONGITUDE START: 38.251700 * LATITUDE END: 22.128300 * LONGITUDE END: 38.196700 * DATE/TIME START: 2010-01-13T07:16:00 * DATE/TIME END: 2010-01-13T11:09:00 * CAMPAIGN: TARA_20100108Z (Sharm El Sheikh to Jeddah, Stations: TARA_031-033) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP])
	TARA_20100113T0720Z_033_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100113T0720Z_033_EVENT_NET.pdf) * LATITUDE START: 21.946700 * LONGITUDE START: 38.251700 * LATITUDE END: 21.966700 * LONGITUDE END: 38.236700 * DATE/TIME START: 2010-01-13T07:20:00 * DATE/TIME END: 2010-01-13T07:40:00 * CAMPAIGN: TARA_20100108Z (Sharm El Sheikh to Jeddah, Stations: TARA_031-033) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5 ([NET-DOUBLE-20]+[SIEVE-180]) * COMMENT: Device: material from the net was poured through a [SIEVE-180] type=metal, shape=pan, mesh size (µm)=180, diameter (cm)=30] [Logsheet: (Not, Searson) PROTIST NET/ - 2-3kn = Ship drift] [Curator: Only one barcode (A100001310) on the Logsheet belongs to this EVENT]
	TARA_20100113T1010Z_033_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100113T1010Z_033_EVENT_NET.pdf) * LATITUDE START: 22.085000 * LONGITUDE START: 38.208300 * LATITUDE END: 22.091700 * LONGITUDE END: 38.205000 * DATE/TIME START: 2010-01-13T10:10:00 * DATE/TIME END: 2010-01-13T10:30:00 * CAMPAIGN: TARA_20100108Z (Sharm El Sheikh to Jeddah, Stations: TARA_031-033) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30] [Logsheet: (Not, Searson) PROTIST NET/ Net/ 2-3kn = Ship's drift] [Curator: Only one barcode (A100001304) on the Logsheet belongs to this EVENT]
	TARA_20100113T1102Z_033_EVENT_CAST ([day] [water layer with no specific feature]) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100113T1102Z_033_EVENT_CAST.pdf) * LATITUDE START: 22.123300 * LONGITUDE START: 38.198300 * LATITUDE END: 22.143300 * LONGITUDE END: 38.193300 * DATE/TIME START: 2010-01-13T10:54:15 * DATE/TIME END: 2010-01-13T11:32:00 * CAMPAIGN: TARA_20100108Z (Sharm El Sheikh to Jeddah, Stations: TARA_031-033) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Rosette Vertical Sampling System ([RVSS]) * COMMENT: Device: equipped with [SENSORS] SEABIRD components, WETLabs optical sensors, HYDROPTIC Underwater Vision Profiler (UVP), SATLANTIC In Situ Ultraviolet Spectrophotometer nitrate sensor (ISUS) and [NISKIN] 10 Niskin bottles (6 x 8-L and 4 x 12-L) equipped with silicon and Teflon parts] [Logsheet: (Not, Searson) Only 2 Replicats for carbonates(not enough bottles) ] [Engineer: Ships Drift 2-3 kn!]
	TARA_20100120T0427Z_034_EVENT_PUMP ([day] [surface water layer (ENVO:00002042)]) * LATITUDE START: 18.396700 * LONGITUDE START: 39.875000 * LATITUDE END: 18.401700 * LONGITUDE END: 39.855000 * DATE/TIME START: 2010-01-20T04:27:00 * DATE/TIME END: 2010-01-20T08:30:00 * CAMPAIGN: TARA_20100118Z (Jeddah to Djibouti, Stations: TARA_034) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP])
	TARA_20100120T0445Z_034_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100120T0445Z_034_EVENT_NET.pdf) * LATITUDE START: 18.396700 * LONGITUDE START: 39.876700 * LATITUDE END: 18.398300 * LONGITUDE END: 39.880000 * DATE/TIME START: 2010-01-20T04:45:00 * DATE/TIME END: 2010-01-20T05:10:00 * CAMPAIGN: TARA_20100118Z (Jeddah to Djibouti, Stations: TARA_034) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5 ([NET-DOUBLE-20]+[SIEVE-180]) * COMMENT: Device: material from the net was poured through a [SIEVE-180] type=metal, shape=pan, mesh size (µm)=180, diameter (cm)=30] [Logsheet: (Not, Searson) PROTIST NET/ Net Surf.] [Curator: Only one barcode (G100000900) on the Logsheet belongs to this EVENT]
	TARA_20100120T0801Z_034_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100120T0801Z_034_EVENT_NET.pdf) * LATITUDE START: 18.400000 * LONGITUDE START: 39.860000 * LATITUDE END: 18.401700 * LONGITUDE END: 39.865000 * DATE/TIME START: 2010-01-20T08:01:00 * DATE/TIME END: 2010-01-20T08:25:00 * CAMPAIGN: TARA_20100118Z (Jeddah to Djibouti, Stations: TARA_034) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30] [Logsheet: (Not, Searson) PROTIST NET/ Net 180µ Surf] [Curator: Only one barcode (G100000901) on the Logsheet belongs to this EVENT]
	TARA_20100120T1040Z_034_EVENT_NET ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100120T1040Z_034_EVENT_NET.pdf) * LATITUDE START: 18.418300 * LONGITUDE START: 39.865000 * LATITUDE END: 18.428300 * LONGITUDE END: 39.863300 * DATE/TIME START: 2010-01-20T10:40:00 * DATE/TIME END: 2010-01-20T11:00:00 * CAMPAIGN: TARA_20100118Z (Jeddah to Djibouti, Stations: TARA_034) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5 ([NET-DOUBLE-20]+[SIEVE-180]) * COMMENT: Device: material from the net was poured through a [SIEVE-180] type=metal, shape=pan, mesh size (µm)=180, diameter (cm)=30] [Logsheet: (Not, Searson) PROTIST NET/ DCM Tow] [Curator: Only one barcode (G100000903) on the Logsheet belongs to this EVENT]
	TARA_20100120T1150Z_034_EVENT_PUMP ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100120T1150Z_034_EVENT_PUMP.pdf) * LATITUDE START: 18.441700 * LONGITUDE START: 39.856700 * LATITUDE END: 18.490000 * LONGITUDE END: 39.848300 * DATE/TIME START: 2010-01-20T11:50:00 * DATE/TIME END: 2010-01-20T13:43:00 * CAMPAIGN: TARA_20100118Z (Jeddah to Djibouti, Stations: TARA_034) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP]) * COMMENT: Device: equipped with [ECOTriplet] sensors that measure temperature, CDOM and chlorophyll fluorescence ]
	TARA_20100120T1415Z_034_EVENT_NET ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100120T1415Z_034_EVENT_NET.pdf) * LATITUDE START: 18.491700 * LONGITUDE START: 39.858300 * LATITUDE END: 18.493300 * LONGITUDE END: 39.856700 * DATE/TIME START: 2010-01-20T14:15:00 * DATE/TIME END: 2010-01-20T14:35:00 * CAMPAIGN: TARA_20100118Z (Jeddah to Djibouti, Stations: TARA_034) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30] [Logsheet: (Not, Searson) PROTIST NET/ DCM Tow] [Curator: Only one barcode (G100000902) on the Logsheet belongs to this EVENT]
	TARA_20100312T0606Z_036_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100312T0606Z_036_EVENT_NET.pdf) * LATITUDE START: 20.818300 * LONGITUDE START: 63.504700 * LATITUDE END: 20.816700 * LONGITUDE END: 63.504100 * DATE/TIME START: 2010-03-12T06:06:00 * DATE/TIME END: 2010-03-12T06:15:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5 ([NET-DOUBLE-20]+[SIEVE-180]) * COMMENT: Device: material from the net was poured through a [SIEVE-180] type=metal, shape=pan, mesh size (µm)=180, diameter (cm)=30]
	TARA_20100312T0606Z_036_EVENT_PUMP ([day] [surface water layer (ENVO:00002042)]) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100312T0606Z_036_EVENT_PUMP.pdf) * LATITUDE START: 20.818300 * LONGITUDE START: 63.504700 * LATITUDE END: 20.815100 * LONGITUDE END: 63.504600 * DATE/TIME START: 2010-03-12T06:06:00 * DATE/TIME END: 2010-03-12T06:56:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP])
	TARA_20100312T1024Z_036_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100312T1024Z_036_EVENT_NET.pdf) * LATITUDE START: 20.821500 * LONGITUDE START: 63.512000 * LATITUDE END: 20.820800 * LONGITUDE END: 63.511900 * DATE/TIME START: 2010-03-12T10:24:00 * DATE/TIME END: 2010-03-12T10:26:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30]
	TARA_20100312T1105Z_036_EVENT_NET ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100312T1105Z_036_EVENT_NET.pdf) * LATITUDE START: 20.811600 * LONGITUDE START: 63.512800 * LATITUDE END: 20.825000 * LONGITUDE END: 63.512900 * DATE/TIME START: 2010-03-12T11:05:00 * DATE/TIME END: 2010-03-12T11:16:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5 ([NET-DOUBLE-20]+[SIEVE-180]) * COMMENT: Device: material from the net was poured through a [SIEVE-180] type=metal, shape=pan, mesh size (µm)=180, diameter (cm)=30]
	TARA_20100312T1120Z_036_EVENT_NET ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100312T1120Z_036_EVENT_NET.pdf) * LATITUDE START: 20.807000 * LONGITUDE START: 63.513000 * LATITUDE END: 20.805200 * LONGITUDE END: 63.513000 * DATE/TIME START: 2010-03-12T11:20:00 * DATE/TIME END: 2010-03-12T11:26:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30]
	TARA_20100312T1223Z_036_EVENT_PUMP ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100312T1223Z_036_EVENT_PUMP.pdf) * LATITUDE START: 20.822200 * LONGITUDE START: 63.513300 * LATITUDE END: 20.819900 * LONGITUDE END: 63.513800 * DATE/TIME START: 2010-03-12T12:23:00 * DATE/TIME END: 2010-03-12T12:33:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP]) * COMMENT: Device: equipped with [ECOTriplet] sensors that measure temperature, CDOM and chlorophyll fluorescence ] [Logsheet: (Pesant, Picheral) Chla=0.71/ CDOM=3ppb/ T=26.3degC/ pressure=17.1db]
	TARA_20100313T0507Z_037_Combined-EVENTS_CAST ([day] [mesopelagic zone (ENVO:00000213)]) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100313T0507Z_037_Combined-EVENTS_CAST.pdf) * LATITUDE START: 20.845700 * LONGITUDE START: 63.585100 * LATITUDE END: 20.818800 * LONGITUDE END: 63.615800 * DATE/TIME START: 2010-03-12T17:08:47 * DATE/TIME END: 2010-03-13T14:25:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Rosette Vertical Sampling System ([RVSS]) * COMMENT: Device: equipped with [SENSORS] SEABIRD components, WETLabs optical sensors, HYDROPTIC Underwater Vision Profiler (UVP), SATLANTIC In Situ Ultraviolet Spectrophotometer nitrate sensor (ISUS) and [NISKIN] 10 Niskin bottles (6 x 8-L and 4 x 12-L) equipped with silicon and Teflon parts] [Curator: Multiple casts were made to collect large volumes of water from a discrete depth. The following casts were used:TARA_20100313T0507Z_037_EVENT_CAST, TARA_20100313T0850Z_037_EVENT_CAST, TARA_20100313T0949Z_037_EVENT_CAST, TARA_20100313T1053Z_037_EVENT_CAST, TARA_20100313T1153Z_037_EVENT_CAST, TARA_20100313T1330Z_037_EVENT_CAST]
	TARA_20100315T0335Z_038_EVENT_PUMP ([day] [surface water layer (ENVO:00002042)]) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100315T0335Z_038_EVENT_PUMP.pdf) * LATITUDE START: 19.039300 * LONGITUDE START: 64.491300 * LATITUDE END: 19.034200 * LONGITUDE END: 64.516200 * DATE/TIME START: 2010-03-15T03:35:00 * DATE/TIME END: 2010-03-15T05:53:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP])
	TARA_20100315T0337Z_038_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100315T0337Z_038_EVENT_NET.pdf) * LATITUDE START: 19.039300 * LONGITUDE START: 64.491300 * LATITUDE END: 19.038900 * LONGITUDE END: 64.492500 * DATE/TIME START: 2010-03-15T03:37:00 * DATE/TIME END: 2010-03-15T03:40:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5 ([NET-DOUBLE-20]+[SIEVE-180]) * COMMENT: Device: material from the net was poured through a [SIEVE-180] type=metal, shape=pan, mesh size (µm)=180, diameter (cm)=30] [Logsheet: (Pesant, Picheral) Lots of salpes/ filled with salpes/ so many salpes!]
	TARA_20100315T0531Z_038_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100315T0531Z_038_EVENT_NET.pdf) * LATITUDE START: 19.035900 * LONGITUDE START: 64.511000 * LATITUDE END: 19.035600 * LONGITUDE END: 64.511700 * DATE/TIME START: 2010-03-15T05:31:00 * DATE/TIME END: 2010-03-15T05:35:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30] [Logsheet: (Pesant, Picheral) The fraction >2000µ was only SALPS! The sample was not kept. Salps are present in other samples for ID. ]
	TARA_20100315T1002Z_038_EVENT_NET ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100315T1002Z_038_EVENT_NET.pdf) * LATITUDE START: 19.023500 * LONGITUDE START: 64.525600 * LATITUDE END: 19.020800 * LONGITUDE END: 64.529000 * DATE/TIME START: 2010-03-15T10:02:00 * DATE/TIME END: 2010-03-15T10:12:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5 ([NET-DOUBLE-20]+[SIEVE-180]) * COMMENT: Device: material from the net was poured through a [SIEVE-180] type=metal, shape=pan, mesh size (µm)=180, diameter (cm)=30] [Logsheet: (Pesant, Picheral) TM N1 -> Total # of Salps in the sample was 93. 12 were put back in the jar for ID and the remaining 81 were discarded.]
	TARA_20100315T1020Z_038_EVENT_NET ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100315T1020Z_038_EVENT_NET.pdf) * LATITUDE START: 19.019900 * LONGITUDE START: 64.531500 * LATITUDE END: 19.017200 * LONGITUDE END: 64.616800 * DATE/TIME START: 2010-03-15T10:20:00 * DATE/TIME END: 2010-03-15T10:26:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30]
	TARA_20100315T1118Z_038_EVENT_PUMP ([day] [deep chlorophyll maximum layer (ENVO:010003) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100315T1118Z_038_EVENT_PUMP.pdf) * LATITUDE START: 19.028400 * LONGITUDE START: 64.512600 * LATITUDE END: 19.010800 * LONGITUDE END: 64.532000 * DATE/TIME START: 2010-03-15T11:18:00 * DATE/TIME END: 2010-03-15T12:46:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP]) * COMMENT: Device: equipped with [ECOTriplet] sensors that measure temperature, CDOM and chlorophyll fluorescence ]
	TARA_20100316T0614Z_038_Combined-EVENTS_CAST ([day] [mesopelagic zone (ENVO:00000213)]) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100316T0614Z_038_Combined-EVENTS_CAST.pdf) * LATITUDE START: 19.035100 * LONGITUDE START: 64.563800 * LATITUDE END: 18.991800 * LONGITUDE END: 64.575700 * DATE/TIME START: 2010-03-16T06:13:30 * DATE/TIME END: 2010-03-16T13:54:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Rosette Vertical Sampling System ([RVSS]) * COMMENT: Device: equipped with [SENSORS] SEABIRD components, WETLabs optical sensors, HYDROPTIC Underwater Vision Profiler (UVP), SATLANTIC In Situ Ultraviolet Spectrophotometer nitrate sensor (ISUS) and [NISKIN] 10 Niskin bottles (6 x 8-L and 4 x 12-L) equipped with silicon and Teflon parts] [Curator: Multiple casts were made to collect large volumes of water from a discrete depth. The following casts were used:TARA_20100316T0614Z_038_EVENT_CAST, TARA_20100316T0859Z_038_EVENT_CAST, TARA_20100316T0956Z_038_EVENT_CAST, TARA_20100316T1059Z_038_EVENT_CAST, TARA_20100316T1142Z_038_EVENT_CAST, TARA_20100316T1255Z_038_EVENT_CAST]
	TARA_20100318T0427Z_039_EVENT_PUMP ([day] [surface water layer (ENVO:00002042)]) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100318T0427Z_039_EVENT_PUMP.pdf) * LATITUDE START: 18.591800 * LONGITUDE START: 66.622000 * LATITUDE END: 18.570600 * LONGITUDE END: 66.502300 * DATE/TIME START: 2010-03-18T04:27:00 * DATE/TIME END: 2010-03-18T08:32:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: High Volume Peristaltic Pump ([HVP-PUMP])
	TARA_20100318T0505Z_039_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100318T0505Z_039_EVENT_NET.pdf) * LATITUDE START: 18.566700 * LONGITUDE START: 66.522000 * LATITUDE END: 18.566400 * LONGITUDE END: 66.522000 * DATE/TIME START: 2010-03-18T05:05:00 * DATE/TIME END: 2010-03-18T05:08:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5 ([NET-DOUBLE-20]+[SIEVE-180]) * COMMENT: Device: material from the net was poured through a [SIEVE-180] type=metal, shape=pan, mesh size (µm)=180, diameter (cm)=30]
	TARA_20100318T0820Z_039_EVENT_NET ([day] [surface water layer (ENVO:00002042)] [proti) (URI: https://store.pangaea.de/Projects/TARA-OCEANS/Logsheets_Event/TARA_20100318T0820Z_039_EVENT_NET.pdf) * LATITUDE START: 18.574300 * LONGITUDE START: 66.502900 * LATITUDE END: 18.570100 * LONGITUDE END: 66.501800 * DATE/TIME START: 2010-03-18T08:20:00 * DATE/TIME END: 2010-03-18T08:26:00 * CAMPAIGN: TARA_20100309Z (Muscat to Mumbai, Stations: TARA_036-040) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3 ([NET-BONGO-180]+[SIEVE-2000]) * COMMENT: Device: material from the net was poured through a [SIEVE-2000] type=metal, shape=pan, mesh size (µm)=2000, diameter (cm)=30]
